release_angle,release_speed,release_height,distance,apex_height,made,miss_type
32.302129473573856,6.520763062707505,1.8814545329131844,5.686037168472297,3.705766850840503,0,SHORT
44.3462306599213,11.387258067488494,2.19998406294382,5.354168015017321,4.983574981164211,0,LONG
59.560899268902475,9.82016525657413,2.2069579887746626,4.590171722514218,5.767554714763618,0,LONG
51.617889395218576,9.354683672523587,2.142978006763071,7.3737778023558835,4.9815285441913,0,LONG
34.6421591471767,6.5203507496941615,1.8583262885281522,4.557822976126463,2.7416025231143446,0,SHORT
63.175180409751235,9.49350569342653,2.1771740877820025,6.929525210109586,4.964255147691624,1,MADE
36.164941089719136,8.436226999153899,2.0361732783698963,7.497438929686998,2.379044072951899,0,SHORT
36.171656846739076,6.376185451352256,2.069641045704652,5.337904691646794,2.450329186060854,0,SHORT
31.36134236496078,11.077506510429144,1.8437125209190344,4.657019045905086,3.0792781533945908,0,LONG
68.09478557443917,6.982801524586075,2.1933315928693182,5.5971396202137305,4.042470338044399,0,SHORT
36.76840781018166,6.698268028447368,2.258183787178326,6.336833509272158,2.886595094678583,0,SHORT
38.34444464675173,8.291983836156893,2.2744781043017146,7.453017392408641,3.7831406002683803,0,SHORT
59.64878205514405,7.697398139828663,2.2100463665845553,5.564288923379336,4.507618106642537,0,SHORT
56.36627629031987,6.6187021868995926,2.1711981458729954,5.107237570529876,4.121480780272001,0,SHORT
52.56334251322383,7.336116270411388,1.905121722256571,6.473725020896184,2.3191932712554983,0,SHORT
46.76544943857186,12.00728987469204,1.9766498220696609,6.616718745670818,6.085619357589206,0,LONG
39.66657645315973,10.981080428430868,2.270503712606296,4.743113895466795,3.6345988191785175,0,LONG
55.18557185462927,10.850767870151953,2.0048959064165404,7.314661206444588,5.924573343564788,0,LONG
62.490489372779514,9.377047379811682,1.988451560303586,5.586637968618733,4.446914451508987,0,LONG
58.82044920581863,10.018360994067352,2.0979308975598805,6.935585786467979,5.835880691578981,0,LONG
50.866821771207796,11.243537699939623,2.105382279822449,4.77377581612793,6.056718497652401,0,LONG
33.69371136676648,10.611247967709176,2.145249174301931,7.420486466164319,4.259207463316873,0,LONG
69.56683284435807,10.019857345885546,2.0554615268059973,6.266855073501418,7.459900015513852,0,LONG
66.64490753631135,11.70395787395432,2.2792759882311384,6.665899537820551,7.327024973864899,0,LONG
69.36727623098426,11.648732834282793,2.013110522214253,5.252827745353689,7.6604665227403315,0,LONG
46.585204958077476,9.846158964111872,2.180175519918431,5.168496898552776,3.944499481957146,0,LONG
66.40758958444674,11.138487332036416,2.034661675160297,5.743388661673803,7.735575981368911,0,LONG
61.37230714296661,11.55314205622159,2.211567883449935,6.306903223094507,8.546411801671422,0,LONG
57.31313830805125,10.154370574671368,1.9752550754896412,5.790965056311514,5.763772808922591,0,LONG
65.89146254498326,6.521962815965491,1.8838603457908898,4.7957297440707345,2.958899640744175,0,SHORT
39.86482059008026,9.782003719977531,2.0437621739522815,4.941203361813134,3.8987079056165053,0,LONG
69.23129462342885,8.333024673634714,2.1104840946679913,6.247404925807107,6.227266554001767,0,SHORT
67.61543922666007,9.71345384895625,1.8354785921555021,6.133014208944544,7.120270811672643,0,LONG
56.22682859435824,8.803627442288313,2.2640493985410757,6.736950799527095,4.558192971337942,1,MADE
53.066014033257325,10.27496032681368,2.093294907068585,7.084995882818159,5.521118056910422,0,LONG
66.60584304760744,11.178225674784233,1.831752298604373,7.041147592081804,6.392091813960046,0,LONG
49.574003027565205,7.8452949619620505,2.0532893171618096,5.458426640169871,3.7086868348466004,0,SHORT
62.992800849418856,7.654092449635359,2.155021170651367,5.909134854035643,2.866736736268379,0,SHORT
53.8435011199032,7.564653758667317,1.9653879919895547,6.971255302001369,3.601685988534326,0,SHORT
50.71776947859097,11.336854902664395,2.0720637445035095,6.584276374861122,6.1099008455043835,0,LONG
32.080554523764626,10.961466254662808,2.2626514197648175,5.529926144363452,3.361787645932731,0,LONG
36.10134907234069,9.78513039382046,1.9685514324253035,6.24162258891285,5.311201151005119,0,LONG
66.77749408116611,11.438554652281613,2.2572412818078433,6.971683223054438,7.15070990001743,0,LONG
67.84370161915592,9.74610301319007,1.8166713618446615,6.324877741772029,5.217640725614963,0,SHORT
47.76425688265514,10.956124335915332,2.2671981084126687,5.927504198008607,6.602512622866567,0,LONG
61.548544315082864,11.444522171367645,2.0766105487630435,5.754434766223688,7.346827607787278,0,LONG
