release_angle,release_speed,release_height,distance,apex_height,made,miss_type
34.66659251884828,8.44976606732574,2.2853734722784496,5.156984443641232,3.7617004699641075,1,MADE
68.18938681619805,8.528495831210726,2.103227623986222,5.422526306346261,5.171908930674903,0,SHORT
68.68554036693617,10.748845623591341,2.1006072763725743,7.353061431432654,7.092039319560581,0,LONG
48.865959980473136,8.067792556981862,1.9190310406838558,6.646168626944286,3.6330978833362244,0,SHORT
62.491593232911114,6.234899449114334,2.0079098090286918,5.799147712587967,4.469328122961879,0,SHORT
30.101612850189092,6.248063835685982,2.295667106389771,4.591111642186704,1.1662649613407898,0,SHORT
60.14759535482949,6.17644056639654,2.2217591729961352,6.0572766340794795,3.8098020434104063,0,SHORT
38.0896276174268,6.579149453817472,1.8546079593074358,7.3382707496067585,5.062206310903065,0,SHORT
47.39167779985081,6.658233686501969,1.823389621990033,7.01214880065943,4.013772765153797,0,SHORT
64.74525191517408,12.019456382019367,2.176516577165673,6.230837333620878,9.011218858594951,0,LONG
34.92029633054126,11.423539708746754,1.967745454547586,5.091566605587789,3.752720892251593,0,LONG
59.932328397002316,9.82389891807232,2.2333203789673868,6.528472627834637,6.677952387983169,0,LONG
40.69855843653201,10.70263564075793,1.935295964391269,5.171095185779512,3.6588522389456872,0,LONG
31.51453748033724,6.8290148829723325,1.9659139447561342,7.17889722144468,3.095785451513083,0,SHORT
36.51281061866947,11.148960423873534,2.1903346821222502,6.6428530016654115,4.675551597004864,0,LONG
44.611755353623046,8.11726737826536,2.140990571988133,6.717368816198096,3.739456437097812,0,SHORT
53.14066397606665,8.831936934865611,1.8605746837457833,6.830001499950607,3.5065940160928477,1,MADE
45.01365797318131,11.673177900042585,2.009225172570076,6.985567547666708,5.487022550783399,0,LONG
49.3437098848798,9.055229695235397,2.2965134740546826,5.1469241858412795,4.582642258642058,0,LONG
69.35997363945442,10.740385314687138,2.287190580765982,4.829929654684828,7.8315904903010995,0,LONG
47.45561666681018,9.828025526487169,1.8924193701954404,5.150350368174464,5.387458683426797,0,LONG
58.73080780063829,9.521679803868931,2.2926595363207243,6.506586578356112,6.698196420872366,0,LONG
36.4951945046775,10.006386091743794,1.8394585731196647,4.534172477600048,2.808845143126064,0,LONG
61.80530518375336,7.800127558715977,2.0619621530554904,6.252198715151506,3.702261478683192,0,SHORT
62.358114292607986,6.9533893012392625,2.2395877774972117,7.459900442251778,3.6887082546092955,0,SHORT
30.659463959488452,11.789963179554963,2.014100988612837,6.841999823959577,3.9473387032365945,0,LONG
32.930710427997,8.437135836650583,2.224445699336249,4.809424884928793,2.7094003901117465,1,MADE
47.51936144613378,10.79167747012402,2.000242463372794,5.638119449518034,4.872116991767258,0,LONG
39.45266992522622,9.817831998049096,2.0436543477589764,6.387830990778445,3.9294717320819568,0,LONG
34.28434168416916,11.473449905358846,2.1879431751992167,6.473243196556586,5.045457161935321,0,LONG
46.01409236047359,11.298550073398415,2.274069797495563,5.259033338045067,6.846947219300831,0,LONG
53.083362607289686,10.063775996556735,1.981855819033692,6.505289826508318,5.4624119328128025,0,LONG
52.42469849741343,8.609544976427875,2.2299848024181617,6.639826857680236,5.474881756944908,0,SHORT
33.49143467589872,6.675416862692826,2.2826226092074835,6.331483767304821,2.914447480794704,0,SHORT
43.08227095597206,8.361739546750808,1.8557878992702612,5.593943325632251,3.8944855131683154,0,SHORT
30.389744284066886,8.060997526409468,2.2950328871100814,7.291089274885463,2.2769926511857346,0,SHORT
65.07504005028376,7.010958001445171,2.155300923249559,4.840879404965573,3.9450227613054487,0,SHORT
33.18793197656449,8.05652940223027,2.019442442810447,6.891836131203354,4.223776546329184,0,SHORT
64.84155307687088,10.615267125386026,2.1042501146647257,6.285325217723483,7.230377146200291,0,LONG
49.340332819523745,6.9139924104820425,2.006647769361844,6.699319980576247,3.662944961056465,0,SHORT
36.526926804578274,10.649078793672068,2.0473429731384445,7.061877248600732,3.5480214409330184,0,LONG
67.7450389303739,10.833768374183487,2.1776186551608943,4.724391693269103,8.401233217161197,0,LONG
41.53421947089572,7.4790098207558,2.0464066038365347,6.754960754064025,3.413347315581231,0,SHORT
67.09985804025229,6.505149676128408,2.1222464885519248,4.878898103412427,2.984067665949371,0,SHORT
46.255089271801495,6.038157253170353,2.281802570430884,4.66438910765246,2.686916691391421,0,SHORT
41.93606826933795,7.661446231198608,2.0914387155175698,5.075573199676761,4.042533605459241,0,SHORT
67.74790859257753,6.942340397787751,2.2384812165818064,6.7116441396919395,4.305380841173869,0,SHORT
33.17981339239772,10.081489272195446,2.112238868709977,7.418178142406781,3.204962597265939,0,LONG
57.73511392826412,7.539079535878648,1.8697627204212925,5.8827722657475015,3.812638070057751,0,SHORT
31.328353781597976,10.644948940774453,2.0335756370939735,6.558901222049137,3.138217152624462,0,LONG
59.7587108595113,8.039684236899047,1.8587219942969002,7.317160444599289,4.284482472333612,0,SHORT
55.712904218267646,7.928863426501468,1.9980260028146615,6.57430401329004,3.3124760484625133,0,SHORT
